GeneID,TranscriptID,GC
ENSOANG00000006803,ENSOANT00000010855,70.63
ENSOANG00000006800,ENSOANT00000010852,43.06
ENSOANG00000011780,ENSOANT00000018673,60.67
ENSOANG00000013482,ENSOANT00000021274,57.99
ENSOANG00000022161,ENSOANT00000032064,59.63
ENSOANG00000006799,ENSOANT00000010851,47.08
ENSOANG00000010894,ENSOANT00000017264,60.62
ENSOANG00000031544,ENSOANT00000040335,47.58
ENSOANG00000029911,ENSOANT00000039220,58.30
ENSOANG00000012066,ENSOANT00000019113,56.09
ENSOANG00000006798,ENSOANT00000010849,41.57
ENSOANG00000019954,ENSOANT00000029131,72.60
ENSOANG00000031534,ENSOANT00000039978,59.46
ENSOANG00000005725,ENSOANT00000009114,43.66
ENSOANG00000029980,ENSOANT00000041622,61.98
ENSOANG00000012614,ENSOANT00000019950,46.92
ENSOANG00000015383,ENSOANT00000028825,67.52
ENSOANG00000019732,ENSOANT00000028824,65.60
ENSOANG00000006930,ENSOANT00000011043,55.56
ENSOANG00000006286,ENSOANT00000010051,49.62
ENSOANG00000006795,ENSOANT00000010848,47.88
ENSOANG00000008088,ENSOANT00000030836,62.23
ENSOANG00000020277,ENSOANT00000029562,48.41
ENSOANG00000006794,ENSOANT00000010843,42.31
ENSOANG00000012982,ENSOANT00000020525,50.84
ENSOANG00000021307,ENSOANT00000030915,52.80
ENSOANG00000012983,ENSOANT00000020527,55.27
ENSOANG00000028771,ENSOANT00000042094,44.46
ENSOANG00000006792,ENSOANT00000010841,44.99
ENSOANG00000006792,ENSOANT00000010840,44.99
ENSOANG00000013155,ENSOANT00000020790,60.35
ENSOANG00000029107,ENSOANT00000041679,59.26
ENSOANG00000008643,ENSOANT00000013775,47.25
ENSOANG00000020788,ENSOANT00000030246,68.34
ENSOANG00000021938,ENSOANT00000031766,47.39
ENSOANG00000008404,ENSOANT00000013356,47.08
ENSOANG00000021093,ENSOANT00000030638,59.72
ENSOANG00000006790,ENSOANT00000010835,45.58
ENSOANG00000006789,ENSOANT00000010834,54.68
ENSOANG00000022652,ENSOANT00000032728,58.85
ENSOANG00000006788,ENSOANT00000010833,44.44
ENSOANG00000006788,ENSOANT00000028974,44.44
ENSOANG00000006787,ENSOANT00000010832,47.38
ENSOANG00000015193,ENSOANT00000023928,54.49
ENSOANG00000029197,ENSOANT00000039103,49.32
ENSOANG00000030065,ENSOANT00000039922,61.72
ENSOANG00000028671,ENSOANT00000039721,63.04
ENSOANG00000010298,ENSOANT00000016347,60.70
ENSOANG00000010298,ENSOANT00000016345,60.70
ENSOANG00000006786,ENSOANT00000010831,46.98
ENSOANG00000006785,ENSOANT00000010830,43.83
ENSOANG00000029255,ENSOANT00000040148,45.81
ENSOANG00000032223,ENSOANT00000040756,58.80
ENSOANG00000010301,ENSOANT00000016350,62.56
ENSOANG00000014579,ENSOANT00000022968,59.74
ENSOANG00000012550,ENSOANT00000019848,70.48
ENSOANG00000020998,ENSOANT00000018293,50.16
ENSOANG00000011485,ENSOANT00000018204,40.86
ENSOANG00000006784,ENSOANT00000010828,42.37
ENSOANG00000006784,ENSOANT00000010829,42.37
ENSOANG00000009355,ENSOANT00000014889,50.91
ENSOANG00000020816,ENSOANT00000030287,52.56
ENSOANG00000020816,ENSOANT00000030286,52.56
ENSOANG00000006783,ENSOANT00000010827,43.00
ENSOANG00000006782,ENSOANT00000010825,47.87
ENSOANG00000006781,ENSOANT00000010824,47.54
ENSOANG00000006673,ENSOANT00000010650,73.22
ENSOANG00000006780,ENSOANT00000010822,41.33
ENSOANG00000031132,ENSOANT00000039145,67.25
ENSOANG00000028715,ENSOANT00000038503,60.02
ENSOANG00000020882,ENSOANT00000030370,63.52
ENSOANG00000004341,ENSOANT00000006886,43.72
ENSOANG00000006779,ENSOANT00000010821,42.59
ENSOANG00000009031,ENSOANT00000014368,62.02
ENSOANG00000009031,ENSOANT00000014370,62.02
ENSOANG00000028278,ENSOANT00000040560,44.13
ENSOANG00000006777,ENSOANT00000010819,41.21
ENSOANG00000011812,ENSOANT00000018721,58.55
ENSOANG00000020944,ENSOANT00000030455,55.90
ENSOANG00000005643,ENSOANT00000008978,46.91
ENSOANG00000006957,ENSOANT00000011079,44.01
ENSOANG00000010922,ENSOANT00000017310,51.72
ENSOANG00000007332,ENSOANT00000011674,45.27
ENSOANG00000007334,ENSOANT00000011676,47.97
ENSOANG00000007334,ENSOANT00000011677,47.97
ENSOANG00000031421,ENSOANT00000042476,43.11
ENSOANG00000006778,ENSOANT00000010820,43.03
ENSOANG00000029017,ENSOANT00000042257,42.10
ENSOANG00000006776,ENSOANT00000010817,41.46
ENSOANG00000006775,ENSOANT00000010815,42.86
ENSOANG00000006774,ENSOANT00000010812,41.73
ENSOANG00000006772,ENSOANT00000010808,44.99
ENSOANG00000029589,ENSOANT00000039851,64.27
ENSOANG00000006770,ENSOANT00000010806,45.54
ENSOANG00000008165,ENSOANT00000012970,56.64
ENSOANG00000015246,ENSOANT00000024007,52.31
ENSOANG00000009698,ENSOANT00000015395,60.10
ENSOANG00000006256,ENSOANT00000010012,48.60
ENSOANG00000014052,ENSOANT00000022164,49.03
ENSOANG00000003933,ENSOANT00000006223,64.05
ENSOANG00000028630,ENSOANT00000040332,76.69
ENSOANG00000003934,ENSOANT00000006224,60.63
ENSOANG00000003934,ENSOANT00000031891,60.63
ENSOANG00000021637,ENSOANT00000031354,43.91
ENSOANG00000003935,ENSOANT00000006226,60.40
ENSOANG00000003936,ENSOANT00000006227,59.38
ENSOANG00000003937,ENSOANT00000006228,65.80
ENSOANG00000019894,ENSOANT00000029047,73.26
ENSOANG00000006767,ENSOANT00000010803,43.08
ENSOANG00000031777,ENSOANT00000041906,43.86
ENSOANG00000006766,ENSOANT00000010801,42.68
ENSOANG00000006763,ENSOANT00000010797,40.81
ENSOANG00000031028,ENSOANT00000040413,57.20
ENSOANG00000009456,ENSOANT00000015029,40.40
ENSOANG00000009457,ENSOANT00000015030,63.78
ENSOANG00000006762,ENSOANT00000010795,45.32
ENSOANG00000015282,ENSOANT00000024058,69.28
ENSOANG00000019832,ENSOANT00000028956,50.42
ENSOANG00000008640,ENSOANT00000013771,48.43
ENSOANG00000019831,ENSOANT00000028955,47.00
ENSOANG00000015283,ENSOANT00000024061,60.83
ENSOANG00000019830,ENSOANT00000010794,43.79
ENSOANG00000006761,ENSOANT00000028953,43.84
ENSOANG00000006761,ENSOANT00000010793,43.84
ENSOANG00000002247,ENSOANT00000003563,57.48
ENSOANG00000006760,ENSOANT00000010792,42.39
ENSOANG00000006760,ENSOANT00000010791,42.39
ENSOANG00000030447,ENSOANT00000040921,57.54
ENSOANG00000019827,ENSOANT00000028951,41.85
ENSOANG00000006759,ENSOANT00000010790,43.17
ENSOANG00000014121,ENSOANT00000022278,57.15
ENSOANG00000009419,ENSOANT00000014979,46.27
ENSOANG00000000621,ENSOANT00000000976,50.16
ENSOANG00000031611,ENSOANT00000042018,39.60
ENSOANG00000006757,ENSOANT00000028949,42.58
ENSOANG00000006757,ENSOANT00000010788,42.58
ENSOANG00000013453,ENSOANT00000021237,59.96
ENSOANG00000006756,ENSOANT00000010785,46.25
ENSOANG00000021949,ENSOANT00000031777,45.89
ENSOANG00000006754,ENSOANT00000010782,45.63
ENSOANG00000006754,ENSOANT00000010781,45.63
ENSOANG00000013273,ENSOANT00000020959,57.97
ENSOANG00000006755,ENSOANT00000010783,43.85
ENSOANG00000006752,ENSOANT00000010779,44.37
ENSOANG00000006752,ENSOANT00000010780,44.37
ENSOANG00000030118,ENSOANT00000039650,49.02
ENSOANG00000000977,ENSOANT00000001548,60.42
ENSOANG00000009152,ENSOANT00000014570,59.34
ENSOANG00000030482,ENSOANT00000039523,42.14
ENSOANG00000000297,ENSOANT00000000505,49.69
ENSOANG00000002740,ENSOANT00000004358,46.16
ENSOANG00000021250,ENSOANT00000030848,53.00
ENSOANG00000032194,ENSOANT00000042032,55.69
ENSOANG00000021249,ENSOANT00000030847,51.67
ENSOANG00000021248,ENSOANT00000030845,50.80
ENSOANG00000006750,ENSOANT00000010775,41.70
ENSOANG00000002742,ENSOANT00000004362,48.18
ENSOANG00000029203,ENSOANT00000039796,42.07
ENSOANG00000021247,ENSOANT00000022866,44.68
ENSOANG00000020992,ENSOANT00000030518,76.58
ENSOANG00000028868,ENSOANT00000040609,63.13
ENSOANG00000001813,ENSOANT00000002877,47.61
ENSOANG00000031330,ENSOANT00000039398,47.21
ENSOANG00000009756,ENSOANT00000015480,44.31
ENSOANG00000014212,ENSOANT00000022412,66.49
ENSOANG00000009451,ENSOANT00000015021,49.75
ENSOANG00000020833,ENSOANT00000030307,64.01
ENSOANG00000011300,ENSOANT00000017908,50.45
ENSOANG00000003982,ENSOANT00000006307,49.18
ENSOANG00000029226,ENSOANT00000039013,42.95
ENSOANG00000030315,ENSOANT00000041667,57.68
ENSOANG00000006669,ENSOANT00000010641,56.40
ENSOANG00000030103,ENSOANT00000041483,37.56
ENSOANG00000030211,ENSOANT00000040071,44.78
ENSOANG00000032025,ENSOANT00000039671,33.82
ENSOANG00000000289,ENSOANT00000000493,39.47
ENSOANG00000019927,ENSOANT00000029091,62.23
ENSOANG00000031915,ENSOANT00000040295,45.20
ENSOANG00000010660,ENSOANT00000016909,55.60
ENSOANG00000012232,ENSOANT00000019359,58.00
ENSOANG00000001916,ENSOANT00000003046,59.56
ENSOANG00000006749,ENSOANT00000010774,45.71
ENSOANG00000030904,ENSOANT00000039760,70.30
ENSOANG00000013465,ENSOANT00000021249,59.20
ENSOANG00000031546,ENSOANT00000039791,42.06
ENSOANG00000012947,ENSOANT00000020480,55.36
ENSOANG00000015029,ENSOANT00000023661,63.61
ENSOANG00000006747,ENSOANT00000010772,40.49
ENSOANG00000015179,ENSOANT00000023902,46.17
ENSOANG00000028441,ENSOANT00000041186,63.42
ENSOANG00000013237,ENSOANT00000020913,54.38
ENSOANG00000002817,ENSOANT00000004480,59.10
ENSOANG00000002817,ENSOANT00000004482,59.10
ENSOANG00000030586,ENSOANT00000038647,66.92
ENSOANG00000028711,ENSOANT00000041782,54.09
ENSOANG00000006746,ENSOANT00000010768,44.84
ENSOANG00000006746,ENSOANT00000010767,44.84
ENSOANG00000021816,ENSOANT00000031608,49.07
ENSOANG00000006745,ENSOANT00000010766,48.98
ENSOANG00000003866,ENSOANT00000006129,65.19
ENSOANG00000006744,ENSOANT00000010763,43.47
ENSOANG00000006743,ENSOANT00000010761,43.46
ENSOANG00000031737,ENSOANT00000040447,37.22
ENSOANG00000013113,ENSOANT00000020725,59.95
ENSOANG00000006742,ENSOANT00000010760,39.76
ENSOANG00000012930,ENSOANT00000020454,47.07
ENSOANG00000012930,ENSOANT00000020453,47.07
ENSOANG00000008780,ENSOANT00000013993,55.51
ENSOANG00000030031,ENSOANT00000040746,58.49
ENSOANG00000001686,ENSOANT00000002697,41.73
ENSOANG00000031344,ENSOANT00000038928,58.53
ENSOANG00000031876,ENSOANT00000042424,63.07
ENSOANG00000029734,ENSOANT00000040666,37.12
ENSOANG00000010560,ENSOANT00000016738,67.12
ENSOANG00000010560,ENSOANT00000016737,67.12
ENSOANG00000020356,ENSOANT00000029674,40.38
ENSOANG00000010561,ENSOANT00000016739,68.88
ENSOANG00000006587,ENSOANT00000010508,49.70
ENSOANG00000029178,ENSOANT00000040100,61.21
ENSOANG00000004469,ENSOANT00000007080,62.66
ENSOANG00000020487,ENSOANT00000029854,54.97
ENSOANG00000020487,ENSOANT00000029853,54.97
ENSOANG00000002509,ENSOANT00000003972,71.88
ENSOANG00000020516,ENSOANT00000029900,41.78
ENSOANG00000007825,ENSOANT00000012470,57.70
ENSOANG00000020638,ENSOANT00000030055,44.22
ENSOANG00000030658,ENSOANT00000038859,65.05
ENSOANG00000030699,ENSOANT00000040800,53.39
ENSOANG00000014794,ENSOANT00000023305,55.60
ENSOANG00000005438,ENSOANT00000008648,66.26
ENSOANG00000029272,ENSOANT00000040155,70.19
ENSOANG00000013028,ENSOANT00000020598,46.72
ENSOANG00000013028,ENSOANT00000020599,46.72
ENSOANG00000028643,ENSOANT00000041537,34.33
ENSOANG00000010035,ENSOANT00000015912,53.40
ENSOANG00000010036,ENSOANT00000015913,56.74
ENSOANG00000029791,ENSOANT00000040417,72.28
ENSOANG00000008156,ENSOANT00000012956,53.18
ENSOANG00000003733,ENSOANT00000005924,70.12
ENSOANG00000020237,ENSOANT00000029519,54.95
ENSOANG00000008289,ENSOANT00000013176,51.66
ENSOANG00000020566,ENSOANT00000029959,45.34
ENSOANG00000032084,ENSOANT00000039419,50.97
ENSOANG00000007083,ENSOANT00000011273,56.88
ENSOANG00000021455,ENSOANT00000031119,53.16
ENSOANG00000003964,ENSOANT00000006274,50.78
ENSOANG00000001754,ENSOANT00000002795,49.74
ENSOANG00000001755,ENSOANT00000002796,45.35
ENSOANG00000001357,ENSOANT00000002161,52.43
ENSOANG00000001357,ENSOANT00000002162,52.43
ENSOANG00000030861,ENSOANT00000040780,66.39
ENSOANG00000008427,ENSOANT00000013397,42.08
ENSOANG00000008427,ENSOANT00000013401,42.08
ENSOANG00000008431,ENSOANT00000013405,48.92
ENSOANG00000008431,ENSOANT00000013407,48.92
ENSOANG00000013308,ENSOANT00000021014,51.03
ENSOANG00000031282,ENSOANT00000040911,59.25
ENSOANG00000008434,ENSOANT00000013410,44.21
ENSOANG00000008434,ENSOANT00000013411,44.21
ENSOANG00000021973,ENSOANT00000031812,61.02
ENSOANG00000021973,ENSOANT00000031811,61.02
ENSOANG00000009156,ENSOANT00000014575,51.87
ENSOANG00000009157,ENSOANT00000014576,46.78
ENSOANG00000031573,ENSOANT00000039479,42.42
ENSOANG00000009158,ENSOANT00000014577,53.60
ENSOANG00000009159,ENSOANT00000014580,48.97
ENSOANG00000009160,ENSOANT00000014581,44.60
ENSOANG00000001704,ENSOANT00000002722,58.56
ENSOANG00000009161,ENSOANT00000014583,41.83
ENSOANG00000008377,ENSOANT00000013315,54.56
ENSOANG00000009162,ENSOANT00000014585,39.43
ENSOANG00000030055,ENSOANT00000042001,41.36
ENSOANG00000009163,ENSOANT00000014586,55.93
ENSOANG00000002813,ENSOANT00000004475,50.97
ENSOANG00000002813,ENSOANT00000004476,50.97
ENSOANG00000019865,ENSOANT00000029006,47.19
ENSOANG00000009164,ENSOANT00000014587,47.59
ENSOANG00000009164,ENSOANT00000014588,47.59
ENSOANG00000022232,ENSOANT00000032163,57.91
ENSOANG00000009165,ENSOANT00000014589,56.49
ENSOANG00000000275,ENSOANT00000032897,40.95
ENSOANG00000000275,ENSOANT00000000470,40.95
ENSOANG00000009166,ENSOANT00000014590,57.77
ENSOANG00000004905,ENSOANT00000007772,49.48
ENSOANG00000009167,ENSOANT00000014592,46.40
ENSOANG00000009168,ENSOANT00000014593,46.39
ENSOANG00000009168,ENSOANT00000014594,46.39
ENSOANG00000009169,ENSOANT00000014595,53.81
ENSOANG00000009170,ENSOANT00000014598,47.39
ENSOANG00000009170,ENSOANT00000014597,47.39
ENSOANG00000009171,ENSOANT00000014599,59.81
ENSOANG00000012246,ENSOANT00000019382,63.46
ENSOANG00000009172,ENSOANT00000014600,50.81
ENSOANG00000009173,ENSOANT00000014601,49.62
ENSOANG00000009174,ENSOANT00000014603,60.44
ENSOANG00000009175,ENSOANT00000014604,42.89
ENSOANG00000009176,ENSOANT00000014606,41.22
ENSOANG00000012247,ENSOANT00000019384,64.66
ENSOANG00000031071,ENSOANT00000040459,56.46
ENSOANG00000009177,ENSOANT00000014610,45.31
ENSOANG00000009178,ENSOANT00000014611,42.17
ENSOANG00000010266,ENSOANT00000016293,52.34
ENSOANG00000009179,ENSOANT00000014613,42.18
ENSOANG00000022152,ENSOANT00000032054,54.44
ENSOANG00000009180,ENSOANT00000014616,42.86
ENSOANG00000008899,ENSOANT00000014171,55.81
ENSOANG00000008899,ENSOANT00000014172,55.81
ENSOANG00000028973,ENSOANT00000039281,54.37
ENSOANG00000013778,ENSOANT00000021733,52.43
ENSOANG00000014379,ENSOANT00000022668,42.81
ENSOANG00000014379,ENSOANT00000022669,42.81
ENSOANG00000006282,ENSOANT00000010045,47.43
ENSOANG00000010833,ENSOANT00000017166,40.26
ENSOANG00000014503,ENSOANT00000022857,57.95
ENSOANG00000010832,ENSOANT00000017165,45.45
ENSOANG00000010831,ENSOANT00000017163,42.10
ENSOANG00000028530,ENSOANT00000041366,44.48
ENSOANG00000010830,ENSOANT00000017162,43.90
ENSOANG00000010829,ENSOANT00000017160,46.06
ENSOANG00000032227,ENSOANT00000040951,58.78
ENSOANG00000031425,ENSOANT00000038780,50.55
ENSOANG00000007587,ENSOANT00000012095,47.14
ENSOANG00000001034,ENSOANT00000001652,40.45
ENSOANG00000001033,ENSOANT00000001649,41.74
ENSOANG00000010828,ENSOANT00000017159,40.10
ENSOANG00000020301,ENSOANT00000020268,56.49
ENSOANG00000020300,ENSOANT00000029599,56.60
ENSOANG00000012811,ENSOANT00000020271,56.91
ENSOANG00000021399,ENSOANT00000031044,66.99
ENSOANG00000007564,ENSOANT00000012059,60.83
ENSOANG00000007565,ENSOANT00000012060,64.81
ENSOANG00000022319,ENSOANT00000032282,61.63
ENSOANG00000002493,ENSOANT00000003944,63.52
ENSOANG00000022593,ENSOANT00000032655,62.32
ENSOANG00000011029,ENSOANT00000017474,60.39
ENSOANG00000032224,ENSOANT00000038359,63.05
ENSOANG00000013790,ENSOANT00000021749,45.62
ENSOANG00000013791,ENSOANT00000021751,42.65
ENSOANG00000028513,ENSOANT00000041743,62.27
ENSOANG00000029163,ENSOANT00000040078,62.72
ENSOANG00000007881,ENSOANT00000012550,59.80
ENSOANG00000031666,ENSOANT00000042344,44.82
ENSOANG00000010124,ENSOANT00000016055,40.98
ENSOANG00000007882,ENSOANT00000012551,57.81
ENSOANG00000010964,ENSOANT00000017377,50.10
ENSOANG00000021646,ENSOANT00000031367,46.74
ENSOANG00000004566,ENSOANT00000007237,47.48
ENSOANG00000004028,ENSOANT00000006384,47.97
ENSOANG00000004234,ENSOANT00000006728,57.68
ENSOANG00000013523,ENSOANT00000021335,67.81
ENSOANG00000004461,ENSOANT00000007067,48.81
ENSOANG00000004462,ENSOANT00000007068,46.14
ENSOANG00000004462,ENSOANT00000007069,46.14
ENSOANG00000021296,ENSOANT00000030896,62.07
ENSOANG00000009014,ENSOANT00000014347,60.53
ENSOANG00000013180,ENSOANT00000020828,61.85
ENSOANG00000009015,ENSOANT00000014348,64.48
ENSOANG00000004503,ENSOANT00000007143,49.91
ENSOANG00000020202,ENSOANT00000029472,46.59
ENSOANG00000030086,ENSOANT00000042490,41.68
ENSOANG00000004285,ENSOANT00000006805,62.08
ENSOANG00000003391,ENSOANT00000005384,50.81
ENSOANG00000031353,ENSOANT00000039434,51.93
ENSOANG00000005367,ENSOANT00000008543,42.74
ENSOANG00000029719,ENSOANT00000041198,46.76
ENSOANG00000029504,ENSOANT00000038536,48.78
ENSOANG00000009306,ENSOANT00000014811,51.06
ENSOANG00000001154,ENSOANT00000001840,45.51
ENSOANG00000001157,ENSOANT00000001842,48.90
ENSOANG00000002242,ENSOANT00000003555,59.12
ENSOANG00000001158,ENSOANT00000001844,50.38
ENSOANG00000030742,ENSOANT00000042341,37.18
ENSOANG00000001159,ENSOANT00000001845,52.64
ENSOANG00000001160,ENSOANT00000001848,48.60
ENSOANG00000012561,ENSOANT00000019860,55.54
ENSOANG00000012562,ENSOANT00000019862,56.16
ENSOANG00000002169,ENSOANT00000003445,64.77
ENSOANG00000001161,ENSOANT00000001850,48.00
ENSOANG00000001162,ENSOANT00000001852,59.19
ENSOANG00000001163,ENSOANT00000001856,62.49
ENSOANG00000008348,ENSOANT00000013269,54.43
ENSOANG00000030330,ENSOANT00000040904,44.65
ENSOANG00000013591,ENSOANT00000021435,48.31
ENSOANG00000001165,ENSOANT00000001858,55.81
ENSOANG00000001166,ENSOANT00000001860,51.78
ENSOANG00000008349,ENSOANT00000013271,67.73
ENSOANG00000001167,ENSOANT00000001861,46.41
ENSOANG00000008350,ENSOANT00000013273,53.55
ENSOANG00000029881,ENSOANT00000041986,48.02
ENSOANG00000031682,ENSOANT00000041114,46.76
ENSOANG00000001168,ENSOANT00000001862,47.25
ENSOANG00000008351,ENSOANT00000013275,67.21
ENSOANG00000001169,ENSOANT00000001863,44.59
ENSOANG00000030787,ENSOANT00000042025,39.77
ENSOANG00000028239,ENSOANT00000042494,46.38
ENSOANG00000008352,ENSOANT00000013276,65.26
ENSOANG00000001170,ENSOANT00000001865,49.70
ENSOANG00000021157,ENSOANT00000011752,58.33
ENSOANG00000008353,ENSOANT00000013279,48.11
ENSOANG00000021389,ENSOANT00000031030,48.01
ENSOANG00000028402,ENSOANT00000040410,44.66
ENSOANG00000012107,ENSOANT00000019176,59.34
ENSOANG00000012388,ENSOANT00000019604,55.24
ENSOANG00000008571,ENSOANT00000013647,50.39
ENSOANG00000012108,ENSOANT00000019177,54.83
ENSOANG00000005265,ENSOANT00000008377,44.15
ENSOANG00000012109,ENSOANT00000019178,43.79
ENSOANG00000012109,ENSOANT00000019179,43.79
ENSOANG00000030335,ENSOANT00000038472,63.00
ENSOANG00000006937,ENSOANT00000011052,61.14
ENSOANG00000011625,ENSOANT00000018421,49.00
ENSOANG00000012110,ENSOANT00000019180,59.69
ENSOANG00000012111,ENSOANT00000019181,54.52
ENSOANG00000008010,ENSOANT00000012740,46.55
ENSOANG00000011624,ENSOANT00000018418,47.46
ENSOANG00000031228,ENSOANT00000040294,77.39
ENSOANG00000011623,ENSOANT00000018416,43.20
ENSOANG00000011622,ENSOANT00000018413,44.86
ENSOANG00000012112,ENSOANT00000019183,48.15
ENSOANG00000006717,ENSOANT00000010725,48.23
ENSOANG00000012113,ENSOANT00000019185,45.46
ENSOANG00000008228,ENSOANT00000013073,47.03
ENSOANG00000012114,ENSOANT00000019188,45.83
ENSOANG00000012114,ENSOANT00000019187,45.83
ENSOANG00000012115,ENSOANT00000019189,46.04
ENSOANG00000028317,ENSOANT00000040891,51.13
ENSOANG00000030831,ENSOANT00000039188,44.93
ENSOANG00000012116,ENSOANT00000019191,48.71
ENSOANG00000012117,ENSOANT00000019193,59.86
ENSOANG00000020936,ENSOANT00000030446,58.58
ENSOANG00000012118,ENSOANT00000019194,51.67
ENSOANG00000012119,ENSOANT00000019196,44.10
ENSOANG00000012119,ENSOANT00000019197,44.10
ENSOANG00000032146,ENSOANT00000041842,55.16
ENSOANG00000015765,ENSOANT00000024850,54.85
ENSOANG00000004682,ENSOANT00000007418,54.66
ENSOANG00000004683,ENSOANT00000007419,48.68
ENSOANG00000004684,ENSOANT00000007422,49.33
ENSOANG00000029969,ENSOANT00000041371,52.36
ENSOANG00000003894,ENSOANT00000006168,74.52
ENSOANG00000004527,ENSOANT00000007182,48.48
ENSOANG00000007615,ENSOANT00000012142,43.00
ENSOANG00000004685,ENSOANT00000007425,53.17
ENSOANG00000019738,ENSOANT00000028836,61.74
ENSOANG00000004686,ENSOANT00000007426,48.42
ENSOANG00000013690,ENSOANT00000021588,59.65
ENSOANG00000002732,ENSOANT00000004346,42.99
ENSOANG00000002732,ENSOANT00000032230,42.99
ENSOANG00000029000,ENSOANT00000042501,34.70
ENSOANG00000005421,ENSOANT00000031402,46.36
ENSOANG00000022301,ENSOANT00000032249,45.87
ENSOANG00000012839,ENSOANT00000020315,59.83
ENSOANG00000012841,ENSOANT00000020316,67.36
ENSOANG00000007373,ENSOANT00000011736,37.43
ENSOANG00000009649,ENSOANT00000015325,43.12
ENSOANG00000007490,ENSOANT00000011927,62.87
ENSOANG00000029815,ENSOANT00000041975,51.90
ENSOANG00000030665,ENSOANT00000042033,38.86
ENSOANG00000004109,ENSOANT00000006522,55.11
ENSOANG00000004111,ENSOANT00000006527,51.97
ENSOANG00000031504,ENSOANT00000038921,45.86
ENSOANG00000030864,ENSOANT00000038864,64.80
ENSOANG00000012527,ENSOANT00000019816,56.85
ENSOANG00000012527,ENSOANT00000019817,56.85
ENSOANG00000030265,ENSOANT00000040774,36.38
ENSOANG00000008824,ENSOANT00000014059,52.20
ENSOANG00000008824,ENSOANT00000014060,52.20
ENSOANG00000006893,ENSOANT00000010985,40.43
ENSOANG00000019868,ENSOANT00000029012,59.54
ENSOANG00000030762,ENSOANT00000039239,70.10
ENSOANG00000030132,ENSOANT00000041363,40.77
ENSOANG00000014909,ENSOANT00000023471,60.48
ENSOANG00000002699,ENSOANT00000004298,55.74
ENSOANG00000003870,ENSOANT00000006134,45.71
ENSOANG00000009290,ENSOANT00000014784,44.54
ENSOANG00000031439,ENSOANT00000039460,38.48
ENSOANG00000009704,ENSOANT00000015403,55.81
ENSOANG00000031960,ENSOANT00000039864,57.60
ENSOANG00000009706,ENSOANT00000015407,45.42
ENSOANG00000009708,ENSOANT00000015410,48.59
ENSOANG00000009709,ENSOANT00000015412,46.00
ENSOANG00000013646,ENSOANT00000021537,54.53
ENSOANG00000028279,ENSOANT00000040203,60.26
ENSOANG00000031733,ENSOANT00000040607,36.67
ENSOANG00000022219,ENSOANT00000032147,57.66
ENSOANG00000030487,ENSOANT00000038722,58.31
ENSOANG00000009710,ENSOANT00000015414,47.61
ENSOANG00000009712,ENSOANT00000015415,49.60
ENSOANG00000009713,ENSOANT00000015418,56.79
ENSOANG00000009715,ENSOANT00000015421,50.84
ENSOANG00000009717,ENSOANT00000015423,53.74
ENSOANG00000030736,ENSOANT00000041240,42.74
ENSOANG00000008783,ENSOANT00000013998,54.18
ENSOANG00000006335,ENSOANT00000010123,63.91
ENSOANG00000007226,ENSOANT00000011500,41.18
ENSOANG00000003516,ENSOANT00000005567,58.26
ENSOANG00000021054,ENSOANT00000030594,53.61
ENSOANG00000029170,ENSOANT00000040127,62.17
ENSOANG00000030815,ENSOANT00000040502,55.20
ENSOANG00000005993,ENSOANT00000009540,64.07
ENSOANG00000003354,ENSOANT00000005326,54.59
ENSOANG00000021168,ENSOANT00000030741,65.72
ENSOANG00000015009,ENSOANT00000023631,42.23
ENSOANG00000009403,ENSOANT00000014955,58.38
ENSOANG00000030028,ENSOANT00000042400,44.21
ENSOANG00000031875,ENSOANT00000038479,79.00
ENSOANG00000000606,ENSOANT00000000956,43.25
ENSOANG00000012067,ENSOANT00000019114,44.16
ENSOANG00000012067,ENSOANT00000019115,44.16
ENSOANG00000012068,ENSOANT00000019116,46.57
ENSOANG00000030785,ENSOANT00000041946,49.78
ENSOANG00000020466,ENSOANT00000029829,52.97
ENSOANG00000029792,ENSOANT00000040098,46.41
ENSOANG00000011487,ENSOANT00000018207,43.81
ENSOANG00000002325,ENSOANT00000003686,68.35
ENSOANG00000030187,ENSOANT00000038557,43.80
ENSOANG00000001785,ENSOANT00000002840,70.38
ENSOANG00000012863,ENSOANT00000020348,51.21
ENSOANG00000000637,ENSOANT00000000996,38.56
ENSOANG00000019746,ENSOANT00000028842,42.70
ENSOANG00000014191,ENSOANT00000022378,56.55
ENSOANG00000000323,ENSOANT00000000544,50.47
ENSOANG00000014192,ENSOANT00000022380,55.80
ENSOANG00000014192,ENSOANT00000029191,55.80
ENSOANG00000028807,ENSOANT00000041943,49.56
ENSOANG00000020523,ENSOANT00000029908,47.36
ENSOANG00000014819,ENSOANT00000023343,41.87
ENSOANG00000000248,ENSOANT00000000428,43.09
ENSOANG00000000247,ENSOANT00000000426,43.42
ENSOANG00000000244,ENSOANT00000000423,42.32
ENSOANG00000000243,ENSOANT00000000418,47.20
ENSOANG00000000241,ENSOANT00000000416,44.63
ENSOANG00000007258,ENSOANT00000011560,59.82
ENSOANG00000007259,ENSOANT00000031099,65.17
ENSOANG00000007259,ENSOANT00000011561,65.17
ENSOANG00000007640,ENSOANT00000012176,47.45
ENSOANG00000031669,ENSOANT00000040777,40.49
