default,student,balance,income
No,No,782.41,34830
No,No,1168.37,42380
No,No,561.62,36260
No,No,850.51,35680
No,No,752.51,18960
No,No,245.50,31300
Yes,No,1733.82,26330
No,No,590.66,59570
No,Yes,711.58,17780
No,Yes,831.84,19790
No,No,1344.71,26210
No,No,224.69,55040
No,No,361.74,54070
No,No,1322.81,48010
No,No,1043.37,28070
No,No,1475.51,48650
No,No,812.08,41820
No,Yes,287.79,13060
No,No,775.30,38720
No,No,344.62,43240
No,Yes,372.43,17240
No,Yes,2088.52,18070
No,No,946.39,30770
No,No,675.37,36920
No,No,1012.76,36400
No,Yes,1011.93,18500
No,No,452.37,59420
No,No,1092.49,30650
No,No,71.57,61580
No,No,1319.04,57760
No,No,266.27,41200
No,No,370.96,25320
No,No,848.72,41580
No,No,507.39,35350
No,Yes,267.32,19690
No,No,420.89,39760
No,No,129.59,52160
No,No,327.24,40060
No,No,678.07,63790
No,Yes,199.12,19910
No,No,1215.69,33590
No,No,460.68,37120
No,Yes,1300.72,9260
No,No,534.56,37280
No,No,1308.52,57190
No,No,507.06,42750
No,No,197.32,24560
No,Yes,819.83,16410
No,No,0,57000
No,No,1489.78,30290
No,No,581.52,53100
No,Yes,286.29,19550
No,No,371.86,45940
No,Yes,992.78,16580
No,Yes,758.13,23750
No,No,1174.19,35530
No,Yes,1196.09,23850
No,No,613.23,34660
No,No,968.97,33760
No,Yes,1151.29,14380
No,No,848.70,35190
No,Yes,989.09,20260
No,No,92.74,40720
No,No,1654.93,33170
No,No,212.49,53610
No,No,73.89,44300
No,No,692.15,37590
No,No,957.58,40310
No,No,69.02,41560
No,No,1394.12,42920
No,No,1317.86,36610
No,No,602.09,53550
No,No,430.11,41100
No,No,211.98,33440
No,No,544.14,33860
No,Yes,943.84,16700
Yes,No,1412.19,37280
No,No,1416.44,33090
No,No,193.28,37370
No,No,857.23,67120
No,No,1132.07,29710
No,No,1489.35,37750
No,No,1527.35,33920
No,Yes,1427.04,18260
No,No,964.86,43740
No,No,326.15,32910
No,No,866.29,65930
No,No,626.16,34000
No,No,836.19,43270
No,No,826.55,44370
No,No,102.12,33300
No,No,1609.29,52750
No,Yes,140.45,11170
No,No,1147.98,20760
No,No,855.29,35740
No,No,1682.20,36360
No,No,689.82,30300
No,No,1706.04,32900
No,No,479.52,43740
No,Yes,765.36,11970
No,No,894.32,45250
No,No,993.64,26760
No,Yes,378.49,18650
No,Yes,576.06,13530
Yes,Yes,2113.62,21100
No,No,542.69,40990
No,Yes,493.62,20500
No,No,0,29320
No,No,1185.58,47780
No,Yes,1719.87,22430
No,No,495.75,44360
No,No,533.89,33780
No,No,150.14,38610
No,Yes,1298.90,14970
No,No,957.23,57690
No,No,836.93,51030
No,Yes,1400.70,23080
No,No,857.32,25740
No,No,876.76,49290
No,No,979.31,27530
No,Yes,491.70,8350
No,No,1621.71,37970
No,No,643.61,44250
No,Yes,343.79,19970
Yes,No,1711.16,18570
No,No,1170.02,33330
No,Yes,638.20,14640
No,Yes,1457.83,18490
No,No,383.86,31740
No,No,618.03,44410
No,No,565.21,29010
No,No,290.14,32860
No,Yes,576.94,22800
No,No,633.12,54030
No,Yes,1350.62,11850
No,Yes,893.55,23030
No,Yes,895.31,20860
No,No,1470.57,44490
No,No,789.25,43830
No,No,218.76,52070
No,Yes,531.69,15790
No,Yes,1268.53,21330
No,No,0,34040
No,No,1046.56,26550
No,No,389.99,29030
No,No,642.23,35800
No,No,391.98,35010
No,No,1483.68,58310
No,Yes,438.57,17430
No,No,897.86,47550
No,No,0,41690
No,Yes,776.63,15330
No,No,112.47,34320
No,No,634.47,56720
No,No,791.94,47880
No,No,1088.28,43130
No,Yes,2018.35,15470
No,No,1470.63,40080
No,Yes,611.20,19730
No,No,1117.08,42380
No,No,1589.99,42260
No,No,0,57890
No,No,636.23,39170
No,Yes,714.39,17410
No,Yes,946.77,12880
No,No,108.05,41840
No,No,816.88,52490
No,No,5.88,45840
No,No,761.75,13880
No,Yes,1173.78,15820
No,No,1418.47,38030
No,Yes,864.35,10480
No,Yes,1101.16,14300
No,No,0,46610
No,No,0,43780
No,No,582.31,29230
No,No,369.05,38410
No,No,966.05,10170
No,No,399.44,54320
No,No,51.88,41830
No,No,460.87,40040
No,No,1139.01,36950
No,No,707.57,48790
No,Yes,1034.60,18610
No,No,118.86,42820
No,Yes,461.00,15550
No,No,1057.27,42730
No,No,1035.48,41710
No,No,1010.27,34180
No,No,0,41190
No,No,656.02,36340
No,No,539.13,23560
No,No,1377.46,49400
No,Yes,1322.14,21270
No,Yes,1393.58,23260
No,No,1324.01,45110
No,No,1020.52,35650
No,No,2033.54,41620
No,No,888.64,19940
No,No,1350.11,39550
Yes,Yes,1936.06,13370
No,Yes,1406.91,16420
No,No,282.83,29470
No,No,601.08,25310
No,Yes,1639.42,14680
No,Yes,48.52,16640
No,No,324.50,51130
No,Yes,886.40,13990
No,No,967.44,51670
No,No,711.73,45410
No,No,1547.88,50630
No,Yes,1200.59,13770
No,No,0,45200
No,No,1454.98,43820
No,No,355.44,46140
No,No,0,46920
No,No,0,49780
No,No,282.86,39960
No,No,303.71,29040
No,No,157.76,36200
No,No,300.00,41180
No,No,463.98,43330
No,No,1654.23,39580
No,No,762.57,45520
No,Yes,1887.88,21900
No,No,1206.26,34620
No,Yes,247.65,20440
No,No,576.79,39200
No,Yes,1214.40,18050
No,No,987.74,40240
No,Yes,1257.01,19240
No,No,524.08,40310
No,Yes,1236.20,23360
No,No,1008.67,68610
No,Yes,1474.77,17380
No,No,772.37,36990
No,No,701.55,39520
No,No,0,28790
No,Yes,1165.89,14960
No,No,0,28220
No,No,1429.22,40560
No,Yes,806.66,17350
No,No,528.08,46380
No,No,963.42,60080
No,Yes,764.52,22570
No,No,573.69,49460
No,No,1410.36,62390
No,No,816.74,47270
No,Yes,1220.52,12190
No,No,245.43,54130
No,Yes,1083.91,8580
No,No,485.34,14670
No,No,677.75,50300
No,No,286.66,34490
No,Yes,843.92,20750
No,No,831.83,41240
No,No,1024.32,33830
No,No,1277.12,42470
No,Yes,1221.94,19120
No,No,967.24,27660
No,Yes,1556.90,19270
No,Yes,419.72,24670
No,No,276.16,53620
No,Yes,1407.49,14680
No,No,1041.08,39510
No,No,182.32,39700
No,No,162.21,41380
No,No,405.27,52570
No,No,887.15,51510
Yes,No,1844.88,35500
No,No,792.98,37540
No,Yes,942.14,23830
No,No,938.78,14520
No,No,18.90,35590
No,Yes,599.47,18570
No,Yes,679.80,19260
No,No,601.26,24400
No,No,132.08,51690
No,No,743.03,25180
No,No,728.18,52510
No,No,467.24,33640
No,Yes,1104.93,17370
No,Yes,310.19,14670
No,No,1575.71,45950
No,Yes,1370.24,13350
No,No,1593.43,73550
No,No,463.00,42290
No,Yes,786.10,20950
No,Yes,731.51,26500
No,Yes,468.27,27050
No,No,219.14,37990
No,Yes,846.95,20650
No,No,702.15,57460
No,Yes,1381.64,11050
No,No,1455.50,33450
No,No,1357.90,43370
No,No,1032.62,23340
No,No,798.85,48330
No,Yes,117.90,14640
No,No,234.74,27490
No,No,890.26,36630
No,Yes,518.47,18630
No,No,1124.49,31730
No,No,1468.78,38520
No,No,938.10,13400
No,No,722.02,26980
No,No,610.64,42890
No,No,407.77,18550
No,No,1057.22,58130
No,No,1262.40,57150
No,Yes,1082.67,22410
Yes,No,1969.94,29410
No,No,760.09,45920
No,No,929.39,23130
No,No,1177.24,35410
No,No,309.27,42220
No,No,981.94,38480
No,No,200.16,24280
No,No,1630.48,54320
No,No,947.23,28310
No,No,537.39,40820
No,Yes,1292.56,14850
No,No,356.82,39440
No,No,500.15,34430
No,No,1345.70,40800
No,Yes,1091.13,19990
No,No,1025.52,22740
No,No,403.24,42990
No,No,699.34,36950
No,No,1445.80,15660
No,Yes,963.89,16560
No,No,542.76,52620
No,No,766.92,25370
No,No,808.42,29210
No,No,736.53,46410
No,No,1076.13,31840
No,Yes,731.31,11510
No,No,236.00,38200
No,No,1382.45,40390
No,Yes,915.57,22580
No,No,176.59,48950
No,Yes,639.99,19900
No,Yes,950.67,20430
No,No,1320.71,29100
No,Yes,1203.02,15950
No,No,1335.93,19480
Yes,Yes,1647.28,16150
No,Yes,1434.38,15760
No,No,307.47,36120
No,Yes,1277.89,20640
No,No,998.39,46050
No,No,561.34,44400
No,Yes,1577.08,15230
No,Yes,412.07,12580
Yes,Yes,1758.40,14270
No,Yes,251.46,19370
No,No,1353.13,40160
No,No,10.19,32640
No,No,933.55,33630
No,Yes,1692.75,23740
No,No,663.25,36270
No,No,51.53,36850
No,No,797.74,53390
No,No,0,50240
No,No,1217.07,62760
No,No,0,44980
No,No,741.84,45800
No,No,455.18,43510
No,Yes,1788.14,26220
No,No,1253.77,28150
No,No,918.09,44110
No,No,0,30240
No,Yes,699.17,17570
No,No,171.99,33500
No,No,1326.34,46580
No,No,1275.49,40020
Yes,Yes,2247.42,17920
No,No,993.77,52640
No,No,997.37,34820
No,Yes,652.37,12130
No,No,1124.88,41980
No,No,1608.81,36720
No,Yes,776.60,4750
No,No,845.02,33890
No,No,570.05,42150
No,No,186.43,13320
No,No,0,48670
No,No,1429.48,31990
No,No,295.05,39470
No,No,896.58,54840
No,Yes,1562.53,13750
No,No,889.30,33030
No,Yes,1805.68,20720
No,No,1334.10,43700
No,No,527.94,56820
No,No,1282.07,52750
No,No,932.82,48160
No,Yes,1850.88,21570
No,No,455.19,36480
No,No,748.28,45620
No,No,874.47,33480
No,Yes,538.70,16350
No,No,841.85,48610
No,No,1814.16,28320
No,Yes,365.70,15950
No,No,401.18,39680
No,No,2096.13,49990
No,No,1429.87,33450
No,Yes,1737.34,19200
No,No,1043.39,45300
No,Yes,1155.45,22190
No,Yes,931.64,19170
No,No,146.75,49920
No,No,1406.94,27660
No,Yes,705.89,18440
No,No,641.80,32620
No,No,379.60,42860
No,No,706.22,33920
No,No,577.13,43610
No,No,90.99,52380
No,No,549.39,48420
Yes,Yes,1102.43,17390
No,Yes,1228.33,18120
No,Yes,974.01,20100
No,No,263.65,50780
No,No,847.06,35580
No,No,835.19,39970
No,No,757.90,37080
No,Yes,1013.66,13820
No,Yes,643.57,28760
No,Yes,757.27,18870
No,No,1248.27,41100
No,No,699.28,41470
No,No,866.40,18580
No,No,697.66,35400
No,No,899.09,39630
No,No,674.20,46480
No,No,902.92,33770
No,No,1591.75,46250
No,No,484.21,30170
No,No,751.68,51320
No,No,604.19,38290
No,No,640.63,46070
No,Yes,782.44,23440
No,No,1026.95,40300
No,Yes,862.90,16150
No,Yes,780.51,14810
No,No,878.00,15260
No,No,481.86,32920
No,Yes,1579.99,13270
No,No,1.67,23000
No,No,514.84,37650
No,No,2087.67,44990
No,Yes,973.51,20770
No,No,528.87,45230
No,No,1131.41,37660
No,No,955.34,40360
No,No,759.03,45770
No,No,1023.85,31490
No,No,1096.07,30370
No,No,829.32,48730
No,No,792.35,39910
No,No,882.26,18370
No,Yes,733.84,16400
No,No,553.51,45380
No,Yes,822.95,8910
No,No,493.95,34620
No,No,88.25,43920
No,No,0,45070
No,No,611.82,21710
No,Yes,1096.69,20850
No,No,191.61,35110
No,No,447.95,54040
No,No,1149.68,39970
No,Yes,463.30,16410
No,No,1347.63,58950
No,Yes,0,16970
No,No,643.01,27730
No,Yes,365.22,15370
No,No,289.68,45990
No,No,578.29,48040
No,No,1186.93,51740
No,No,426.00,50870
No,No,1115.73,48120
No,Yes,932.69,18740
No,Yes,1048.48,22930
No,No,768.37,44400
No,No,785.49,50680
No,Yes,865.20,22080
Yes,No,1801.80,24150
No,No,950.34,64390
No,No,787.04,46260
No,No,982.83,32410
No,No,1175.38,35330
No,Yes,887.28,13130
No,No,801.99,46430
No,No,1096.24,42680
No,No,628.85,40490
No,Yes,567.72,14890
No,Yes,843.00,22030
No,Yes,1217.30,10520
No,No,0,10590
No,No,1186.77,38580
No,No,439.04,40140
No,Yes,778.99,10480
No,Yes,742.54,24500
No,Yes,763.33,15840
No,No,408.11,39380
No,No,1071.25,36860
No,No,1373.57,22180
No,No,52.91,30500
No,Yes,1140.45,18990
No,No,1162.29,47510
No,Yes,1528.49,22660
No,No,991.96,49910
No,No,592.43,32280
No,No,848.32,30470
No,No,309.51,35290
No,Yes,425.84,15320
No,Yes,1268.48,19860
No,Yes,898.63,15290
No,No,274.95,24100
No,No,399.44,45360
No,Yes,850.38,6380
No,No,92.90,43950
No,No,854.02,32100
No,No,0,29720
No,No,1094.81,32930
No,No,680.16,25390
No,No,1231.35,29860
No,No,0,38220
No,No,830.04,51840
No,No,1267.00,32750
No,No,1623.69,36740
No,No,302.71,45260
No,No,439.96,28210
No,Yes,1016.82,18700
No,No,1421.20,47420
No,No,479.67,40990
No,Yes,925.89,12380
No,Yes,1192.70,21590
No,No,1649.91,36090
No,No,808.99,26370
No,No,752.05,49740
No,No,727.19,27280
No,No,845.60,31630
No,No,445.66,46810
No,No,1459.04,49750
No,Yes,988.64,22080
No,No,796.99,25150
No,No,903.45,33640
No,No,1163.08,45480
No,No,1217.21,33860
No,Yes,740.22,23460
No,No,1259.45,28880
No,No,501.39,42850
No,No,808.61,48650
No,No,413.88,53140
No,Yes,666.49,11950
No,Yes,412.16,17670
No,Yes,372.65,22300
No,No,1235.07,48680
No,No,853.24,41580
No,No,1911.66,52800
No,No,357.96,57010
No,Yes,698.15,19580
No,No,918.46,32460
Yes,No,1741.91,35060
No,No,577.49,39010
No,Yes,1415.68,21850
No,Yes,1524.48,15840
No,Yes,1171.44,19210
No,Yes,396.80,26060
No,No,1236.15,19680
No,No,1053.40,52920
No,No,1207.04,42170
No,No,528.96,27060
No,No,662.70,48650
No,No,517.22,40240
No,No,938.84,40910
Yes,No,1823.63,44260
No,No,638.72,48080
No,No,929.02,23880
No,Yes,282.24,19800
No,Yes,1429.60,14820
No,Yes,672.35,24490
No,No,752.46,39890
No,No,471.34,30330
No,No,270.58,44950
Yes,No,2075.32,43810
No,No,96.80,31370
No,Yes,568.29,13280
No,Yes,990.88,21160
No,No,284.56,45540
No,No,983.83,28980
No,No,924.43,40980
No,No,857.15,31250
No,No,195.02,44220
No,No,1046.00,45570
No,Yes,933.35,15550
No,No,0,43640
No,No,691.89,32510
No,Yes,1097.96,16270
No,No,0,45370
No,Yes,402.90,22750
No,No,1230.90,44300
No,No,959.48,31350
No,No,630.22,46710
No,Yes,1353.49,16720
No,Yes,603.57,15470
No,No,830.25,35370
No,No,858.17,30890
No,No,380.17,37390
No,Yes,1005.81,12110
No,No,1027.82,33080
No,No,456.00,29890
No,No,1043.09,30510
No,No,586.96,50310
No,No,271.94,27790
No,No,419.72,37440
No,Yes,597.11,12660
No,No,342.95,43680
No,No,728.27,30020
No,Yes,513.83,9870
No,No,795.95,22570
No,No,1.97,51670
No,No,1355.64,36670
No,Yes,319.26,24880
No,No,1719.16,57860
No,Yes,1191.08,20890
No,No,984.43,25290
No,No,947.79,45280
No,No,949.03,47760
No,Yes,219.72,18400
No,No,1465.74,25520
No,Yes,645.33,20120
No,Yes,856.56,23190
No,Yes,912.83,19460
No,Yes,774.34,15140
No,Yes,1376.34,17100
No,No,699.68,50260
No,Yes,903.45,17250
No,Yes,1150.54,23700
No,No,751.33,42730
No,No,556.07,25370
No,No,751.39,29870
No,No,425.98,39770
No,No,297.68,26580
No,No,507.24,46100
No,No,865.69,33540
No,Yes,1265.52,14670
No,No,564.41,39640
No,No,621.04,50800
No,No,1205.59,25920
No,No,1943.93,24190
No,No,415.28,35790
No,Yes,1169.42,19870
No,No,685.63,49260
No,No,781.91,54920
No,No,651.37,44640
No,No,490.25,49220
No,No,976.28,35900
No,No,1476.83,41150
No,No,752.94,62320
No,No,511.60,29910
No,Yes,1384.37,21050
No,Yes,1031.67,22440
No,Yes,1491.50,23630
No,No,672.23,46330
No,Yes,644.41,23310
No,No,539.59,9950
No,Yes,0,17640
No,No,919.81,44310
No,No,1249.87,50410
No,No,539.80,35920
No,No,1162.11,49250
No,No,944.45,47460
No,No,0,29670
No,Yes,1440.52,20880
No,Yes,1558.47,17470
No,No,854.14,52230
No,No,468.54,53270
No,No,902.49,56940
No,No,897.28,66540
No,Yes,422.18,14360
No,No,194.57,44540
No,Yes,487.51,17710
No,No,1558.86,42110
No,No,630.02,43540
No,No,1056.65,30710
No,No,1712.47,40390
No,No,25.60,35460
No,No,1384.85,40130
No,No,961.36,42610
No,No,229.21,68140
No,No,778.79,53210
No,No,653.43,41440
Yes,No,961.48,27710
No,No,1084.45,33080
No,Yes,869.66,20280
No,No,818.33,27390
No,No,416.86,39670
No,No,250.83,58130
No,No,0,48410
No,Yes,481.58,19620
No,Yes,1506.91,23370
No,No,1100.00,34350
No,No,220.66,64460
No,Yes,789.28,20370
No,No,41.35,47350
No,No,382.96,43640
No,No,567.91,28870
No,No,244.50,33750
No,Yes,815.34,26060
No,No,529.07,43910
No,No,736.41,48660
No,Yes,0,17740
No,Yes,1260.34,11690
No,Yes,708.21,12090
No,Yes,99.99,4370
No,No,1143.30,48630
No,Yes,892.38,17840
No,No,1250.04,50880
No,No,415.65,43380
No,Yes,1058.86,16050
No,No,857.69,43160
No,No,1429.76,37250
No,Yes,322.26,19230
No,No,572.18,35920
No,No,1438.75,24060
No,Yes,1742.88,20340
No,No,325.26,39430
No,No,1091.41,43090
No,No,1252.40,53230
No,No,607.43,34540
Yes,No,1258.76,26330
No,No,1026.70,33910
No,Yes,590.56,9140
No,Yes,1218.17,18910
No,No,260.61,42120
No,Yes,1498.07,13270
No,No,909.94,53430
No,Yes,1167.11,18670
No,No,923.68,38400
No,Yes,1275.19,15790
No,No,709.25,23240
No,No,682.98,41670
No,No,1355.96,25200
No,Yes,1815.88,15490
No,No,698.29,43870
No,No,189.12,28820
No,No,1418.70,35610
No,No,670.42,53660
No,No,206.01,38550
No,No,1616.96,47500
No,No,995.52,24120
No,No,591.03,30830
No,No,1294.90,52330
No,Yes,1259.37,22360
No,Yes,1313.35,17430
No,No,0,24460
No,Yes,769.47,27510
No,Yes,571.57,15320
No,No,756.08,49160
No,No,183.42,39020
No,No,1054.80,52290
No,No,1386.20,44530
No,No,596.18,45920
No,Yes,1029.91,16690
No,No,417.53,31730
No,No,1218.42,40440
No,No,210.78,46320
Yes,No,1178.15,44430
No,No,997.62,30670
No,No,637.90,48420
No,No,0,54240
No,No,350.05,48410
No,No,1517.91,49400
No,No,190.64,31460
No,No,971.58,41270
No,Yes,925.39,16420
No,No,1637.83,34100
No,No,224.59,27240
No,No,255.11,55980
No,No,1201.01,41580
No,No,1075.57,51370
No,No,438.42,29890
No,Yes,1246.43,15750
No,Yes,1655.11,17260
No,No,1063.81,38450
No,No,1626.56,43590
No,No,409.40,48740
No,No,1018.67,38420
No,Yes,1090.89,20420
No,No,324.88,36550
No,Yes,1085.15,20050
No,Yes,869.77,18720
No,Yes,608.84,24520
No,Yes,1042.97,9590
No,Yes,1276.66,19070
No,No,928.09,55890
No,No,1592.76,35080
No,No,0,39650
No,No,340.99,48050
No,No,81.53,40840
Yes,Yes,2145.60,23510
No,No,654.41,47240
No,Yes,1155.78,15140
No,No,1745.31,49090
No,No,534.78,46130
No,No,584.83,39550
No,No,1365.55,38510
No,Yes,946.36,12530
No,No,263.19,34110
No,Yes,1090.92,18930
No,No,835.18,44670
No,No,1265.53,35130
No,No,357.50,66400
No,Yes,564.00,16500
No,No,817.92,59430
No,No,1366.27,41190
No,No,836.34,34550
No,No,0,27360
No,Yes,780.22,25220
No,No,995.87,52860
No,No,0,22820
No,No,554.34,31020
No,No,1204.57,39580
No,No,1053.37,39610
No,No,821.49,39310
No,Yes,470.91,24070
No,Yes,1534.85,21670
No,No,1177.97,50810
No,Yes,1151.89,15090
No,Yes,906.43,24660
No,Yes,1513.54,13240
No,No,740.88,34190
No,No,1176.41,57310
No,No,208.29,37290
No,Yes,375.30,19340
No,Yes,953.13,18050
No,No,280.95,37690
No,No,399.12,38000
No,No,1229.85,58390
No,No,1740.86,46450
No,Yes,795.13,24600
No,No,584.81,47440
No,No,1140.74,39010
No,No,1202.31,49910
No,Yes,476.72,10510
No,No,1059.87,38690
No,No,1367.10,36420
No,Yes,1604.77,23990
No,Yes,1055.68,25100
No,No,367.61,44040
No,Yes,0,18030
No,No,543.80,31510
No,No,192.62,38040
No,No,1184.83,34520
No,Yes,1510.77,19490
No,No,801.63,37440
No,No,631.03,44520
No,No,279.11,30140
No,No,674.03,54830
No,Yes,957.63,15010
No,No,274.42,31290
No,No,1044.44,43370
No,No,319.80,45200
No,Yes,429.22,19440
No,No,835.58,41030
No,No,2.78,54830
No,Yes,867.44,16390
No,Yes,271.73,14210
No,No,404.19,41660
No,No,1572.81,18210
No,No,730.63,42300
No,No,0,56610
No,No,1046.16,46070
No,No,514.87,50330
No,Yes,1181.58,22140
No,No,0,45230
No,No,272.21,47750
No,No,1175.12,33280
No,No,812.88,48560
No,No,571.04,40380
No,Yes,1041.14,12480
No,No,334.01,40910
No,No,1402.60,37270
No,No,1569.87,55930
No,Yes,1035.96,30530
No,No,1376.11,63070
No,Yes,668.64,20240
No,No,0,36240
No,No,1112.65,35150
No,No,718.57,12570
No,No,641.55,45570
Yes,Yes,2125.79,19530
No,Yes,814.35,17970
No,No,904.03,18890
No,No,795.49,25330
No,Yes,1753.59,21130
No,No,284.39,60840
No,Yes,1300.88,14150
No,No,1237.84,31880
No,No,563.46,31150
No,Yes,6.72,21690
No,No,661.52,58510
No,No,630.71,53540
No,No,721.14,40450
No,Yes,360.00,18480
No,No,751.03,45580
No,No,572.46,52790
No,Yes,242.46,23410
No,No,199.45,57450
No,No,477.56,16970
No,Yes,1184.72,19790
No,Yes,604.75,19360
No,No,384.33,34230
No,No,1399.57,23570
No,No,328.77,48620
No,No,271.05,30460
No,Yes,145.00,19920
No,Yes,344.15,20430
No,No,985.75,22820
No,Yes,1002.41,17790
No,Yes,1004.84,20240
No,No,483.41,53870
No,No,1034.60,41250
No,Yes,854.62,16320
No,No,796.83,29390
No,No,535.69,55820
No,Yes,1070.63,14830
No,No,0,30520
No,No,1333.90,23260
Yes,No,1114.83,39770
No,Yes,793.24,24310
No,No,433.93,26880
No,Yes,1004.27,17060
No,Yes,1112.70,20900
No,No,298.77,33250
No,No,796.84,20070
No,Yes,969.39,17680
No,No,1075.11,47560
No,Yes,0,16450
No,Yes,44.65,26340
No,Yes,1000.74,14680
No,No,1311.99,26370
Yes,Yes,2086.53,17890
No,No,697.04,38740
No,No,1240.66,30930
No,Yes,726.76,16070
No,No,633.50,40570
No,Yes,386.15,22520
No,No,0,34700
No,No,808.59,41220
No,No,1384.39,35490
No,No,713.06,44410
No,No,590.67,26670
No,No,294.84,41590
No,No,208.00,42390
No,No,220.44,33210
No,No,773.17,49300
No,No,1248.47,37200
No,No,634.18,32250
No,No,678.18,55540
No,No,1252.62,27290
No,Yes,1297.26,16860
No,No,0,38870
No,No,1190.76,27250
No,No,196.51,44220
No,No,619.55,33470
No,No,438.62,41450
No,No,676.09,38570
No,No,589.91,49940
No,No,1068.14,27850
No,No,1210.41,45110
No,Yes,390.35,9110
No,No,1505.70,35780
No,No,490.05,35890
No,No,123.28,47460
No,No,563.28,51720
No,No,409.16,45050
No,Yes,781.68,21340
No,No,870.30,24260
No,No,509.15,47440
No,No,1056.66,39250
No,No,394.99,41570
No,Yes,1592.00,19980
No,No,0,49250
No,No,1276.40,52210
Yes,No,2413.31,38540
No,No,210.12,58410
Yes,No,2187.22,42200
No,No,1159.84,43380
No,No,1339.60,46440
No,Yes,793.34,11490
No,Yes,163.50,17540
No,No,867.62,43090
No,Yes,1231.02,13360
No,No,312.41,47110
No,Yes,758.44,20930
No,Yes,1035.82,13950
No,No,763.73,44120
No,Yes,728.54,12470
No,No,1066.29,42240
No,No,338.72,37010
No,No,264.94,39310
No,No,1167.32,43330
No,No,553.74,39650
No,No,485.79,38280
No,No,485.94,46440
No,No,690.43,66800
Yes,No,1588.52,38010
No,No,460.43,56000
No,No,275.66,31250
No,No,336.90,41900
No,No,307.69,42220
No,Yes,1431.07,20570
No,Yes,787.61,11920
No,Yes,1660.40,18860
No,No,0,41480
No,No,1744.93,43970
No,Yes,758.30,12660
No,No,1173.46,48390
No,No,1335.54,53350
No,Yes,1434.84,17450
No,No,591.06,43860
No,No,862.77,49440
No,Yes,1233.25,16070
No,Yes,911.78,20920
No,No,0,43060
No,No,286.92,50610
No,No,377.53,28040
No,No,811.79,36870
No,Yes,1856.60,17840
No,No,607.83,33730
Yes,Yes,2182.34,22030
No,Yes,1406.56,23050
No,Yes,662.09,16310
No,No,777.01,52790
No,No,0,47230
No,Yes,769.71,11260
No,No,970.18,38780
No,No,537.92,45610
No,No,768.15,39700
No,No,1150.04,19530
No,No,902.55,32760
No,No,442.82,42000
No,No,100.86,31380
No,Yes,904.05,23180
No,No,1396.26,24370
No,No,1001.33,47640
Yes,No,1631.61,38900
No,No,790.74,45900
No,No,1097.39,46800
No,No,0,37590
No,Yes,1262.83,12400
No,No,738.19,54490
No,No,655.26,28640
No,No,0,32940
No,No,638.54,20600
No,No,570.93,46840
No,No,1056.44,31260
No,No,1522.85,35800
No,No,977.32,35290
No,No,743.56,28890
No,No,352.03,38250
No,No,318.20,48970
No,Yes,674.85,15790
No,No,268.95,55890
No,Yes,1023.20,17690
No,No,718.15,42170
No,No,843.29,41690
No,No,866.72,36450
No,No,449.94,38980
No,No,459.10,45040
No,Yes,760.21,17650
No,No,1160.82,26020
No,No,1317.51,49280
No,Yes,561.78,18470
No,Yes,176.53,15170
No,Yes,1059.23,12600
No,No,526.79,28490
No,No,20.96,62860
No,No,528.94,42130
No,No,1561.53,54590
No,No,963.72,47600
No,Yes,1227.36,12120
No,No,1209.37,35070
No,Yes,671.17,17560
No,No,275.62,35760
No,No,776.18,34140
No,Yes,699.30,19780
No,Yes,606.12,16950
No,Yes,1231.21,20000
Yes,No,1408.43,48010
No,No,338.49,34330
No,No,1380.48,24850
No,No,1316.42,45800
No,No,1046.18,48750
No,Yes,904.68,17280
No,No,1281.52,37660
No,No,0,46590
No,Yes,501.11,22390
No,No,1085.95,36530
No,No,351.94,48720
Yes,No,1803.17,36190
No,No,666.62,44930
No,No,154.70,33160
No,No,360.08,44440
No,No,105.44,35290
No,No,492.42,25840
No,Yes,1232.42,24090
No,No,1154.39,20450
No,Yes,1113.32,14570
No,Yes,699.69,22590
No,Yes,1001.78,24770
No,Yes,1217.22,16440
No,No,1156.93,45320
No,Yes,1637.45,18760
No,No,824.24,53320
No,No,662.34,49880
No,No,617.64,37600
No,No,271.45,34860
No,Yes,688.18,18750
No,No,797.70,39670
No,No,464.40,53210
No,Yes,976.20,23190
No,No,1430.76,45670
No,Yes,1208.14,17720
No,No,0,41960
No,Yes,402.35,15250
No,Yes,824.51,15300
No,Yes,1060.87,11040
No,No,310.49,47420
No,No,691.41,40230
No,No,23.15,42010
No,Yes,913.27,20440
No,No,970.81,35830
No,No,1148.44,39660
No,No,1638.68,38440
No,Yes,0,19130
No,Yes,1448.95,28270
No,Yes,1286.83,17460
No,No,762.07,48260
No,No,977.57,51070
No,No,368.76,45640
No,No,267.95,46130
No,Yes,503.15,18720
No,No,0,48520
No,No,282.60,56110
No,No,748.05,47770
No,No,999.65,27560
No,No,494.66,47030
No,No,1022.68,22580
No,Yes,1135.21,19060
No,No,707.80,40140
Yes,Yes,1954.32,17130
No,Yes,1282.35,7230
No,No,808.61,23510
No,Yes,1219.93,21760
No,No,481.88,44130
No,No,409.41,53620
No,No,1157.27,31360
Yes,No,1424.93,27660
No,No,0,58820
No,No,687.06,34430
No,No,1435.66,31500
No,No,188.54,49690
No,No,1084.38,34550
No,No,644.61,37450
No,No,1345.56,38600
No,Yes,733.71,27160
No,Yes,744.17,20770
No,No,0,29540
No,Yes,1395.96,23710
